match_id,player_slot,ability_id,level
7079651268,0,5024,14
7079651268,0,858,15
7079633624,131,5023,1
7079633624,131,5024,2
7079633624,131,5025,3
7079633624,131,5023,4
7079633624,131,5023,5
7079633624,131,5026,6
7079633624,131,5023,7
7079633624,131,5025,8
7079633624,131,5025,9
7079633624,131,5025,10
7079633624,131,744,11
7079633624,131,5026,12
7079633624,131,730,13
7079633624,131,730,14
7079633624,131,858,15
7079633624,131,730,16
7079633624,131,730,17
7079594677,1,5023,1
7079594677,1,5024,2
7079594677,1,5025,3
7079594677,1,5023,4
7079594677,1,5023,5
7079594677,1,5026,6
7079594677,1,5023,7
7079594677,1,5025,8
7079594677,1,5025,9
7079594677,1,744,10
7079594677,1,5025,11
7079594677,1,5026,12
7079594677,1,730,13
7079594677,1,858,14
7079594677,1,730,15
7079594677,1,5024,16
7079594677,1,5024,17
7079594677,1,5026,18
7079594677,1,5024,19
7078927171,132,5023,1
7078927171,132,5024,2
7078927171,132,5025,3
7078927171,132,5025,4
7078927171,132,5023,5
7078927171,132,5026,6
7078927171,132,5023,7
7078927171,132,5023,8
7078927171,132,5025,9
7078927171,132,5025,10
7078927171,132,744,11
7078927171,132,5026,12
7078927171,132,5024,13
7078927171,132,5024,14
7078927171,132,858,15
7078927171,132,5024,16
7078737548,4,5023,1
7078737548,4,5024,2
7078737548,4,5025,3
7078737548,4,5025,4
7078737548,4,5025,5
7078737548,4,5026,6
7078737548,4,5024,7
7078737548,4,5024,8
7078737548,4,5024,9
7078737548,4,706,10
7078737548,4,5023,11
7078737548,4,5023,12
7078737548,4,5026,13
7078737548,4,5023,14
7078737548,4,918,15
7078737548,4,5025,16
7078737548,4,5026,17
7078737548,4,6425,18
7078737548,4,6035,19
7078635056,131,5023,1
7078635056,131,5024,2
7078635056,131,5025,3
7078635056,131,5023,4
7078635056,131,5023,5
7078635056,131,5026,6
7078635056,131,5023,7
7078635056,131,5025,8
7078635056,131,5025,9
7078635056,131,744,10
7078635056,131,5025,11
7078635056,131,5026,12
7078635056,131,5024,13
7078482969,130,5023,1
7078482969,130,5024,2
7078482969,130,5025,3
7078482969,130,5023,4
7078482969,130,5023,5
7078482969,130,5026,6
7078482969,130,5023,7
7078482969,130,5025,8
7078482969,130,5025,9
7078482969,130,744,10
7078482969,130,5025,11
7078482969,130,5026,12
7078482969,130,5024,13
7078482969,130,5024,14
7078344593,0,5024,1
7078344593,0,5025,2
7078344593,0,5024,3
7078344593,0,5025,4
7078344593,0,5024,5
7078344593,0,5026,6
7078344593,0,5024,7
7078344593,0,5023,8
7078344593,0,5025,9
7078344593,0,5025,10
7078344593,0,706,11
7078344593,0,5026,12
7078344593,0,5023,13
7078344593,0,5023,14
7078344593,0,918,15
7078344593,0,5023,16
7078344593,0,5026,17
7076176616,3,5023,1
7076176616,3,5024,2
7076176616,3,5025,3
7076176616,3,5023,4
7076176616,3,5023,5
7076176616,3,5026,6
7076176616,3,5023,7
7076176616,3,5025,8
7076162328,132,5024,1
7076162328,132,5025,2
7076162328,132,5024,3
7076162328,132,5025,4
7076162328,132,5024,5
7076162328,132,5026,6
7076162328,132,5023,7
7076162328,132,5025,8
7076162328,132,5025,9
7076162328,132,5024,10
7076162328,132,706,11
7076162328,132,5026,12
7076162328,132,5023,13
7076162328,132,5023,14
7076162328,132,918,15
7076162328,132,5023,16
7076162328,132,5026,17
7076162328,132,6425,18
7075489962,3,5023,1
7075489962,3,5025,2
7075489962,3,5024,3
7075489962,3,5025,4
7075489962,3,5023,5
7075489962,3,5026,6
7075489962,3,5025,7
7075489962,3,5025,8
7075489962,3,5023,9
7075489962,3,744,10
7075489962,3,5023,11
7075489962,3,5026,12
7075489962,3,5024,13
7075489962,3,5024,14
7075489962,3,858,15
7074974996,128,5023,1
7074974996,128,5024,2
7074974996,128,5025,3
7074974996,128,5023,4
7074974996,128,5025,5
7074974996,128,5026,6
7074974996,128,5025,7
7074974996,128,5025,8
7074974996,128,5023,9
7074974996,128,744,10
7074974996,128,5023,11
7074974996,128,5026,12
7074974996,128,5024,13
7074974996,128,5024,14
7074974996,128,858,15
7074974996,128,5024,16
7074974996,128,5026,17
7074974996,128,6511,18
7074647225,4,5023,1
7074647225,4,5024,2
7074647225,4,5025,3
7074647225,4,5023,4
7074647225,4,5023,5
7074647225,4,5026,6
7074647225,4,5023,7
7074647225,4,5025,8
7074647225,4,5025,9
7074647225,4,5025,10
7074647225,4,744,11
7074647225,4,5026,12
7074647225,4,5024,13
7074647225,4,5024,14
7074647225,4,5024,15
7074647225,4,858,16
7074515711,4,5023,1
7074515711,4,5024,2
7074515711,4,5024,3
7074515711,4,5025,4
7074515711,4,5025,5
7074515711,4,5026,6
7074515711,4,5025,7
7074515711,4,5025,8
7074515711,4,5023,9
7074515711,4,5023,10
7074515711,4,5023,11
7074515711,4,5026,12
7074515711,4,5024,13
7074515711,4,5024,14
7074488881,130,5024,1
7074488881,130,5025,2
7074488881,130,5023,3
7074488881,130,5024,4
7074488881,130,5024,5
7074488881,130,5026,6
7074488881,130,5025,7
7074488881,130,5025,8
7074488881,130,5024,9
7074488881,130,5025,10
7074488881,130,706,11
7074488881,130,5026,12
7074488881,130,5023,13
7074488881,130,5023,14
7074488881,130,918,15
7074488881,130,5023,16
7074323308,0,5023,1
7074323308,0,5024,2
7074323308,0,5025,3
7074323308,0,5024,4
7074323308,0,5024,5
7074323308,0,5026,6
7074323308,0,5025,7
7074323308,0,5024,8
7074323308,0,5025,9
7074323308,0,706,10
7074323308,0,5025,11
7074323308,0,5026,12
7074323308,0,5023,13
7074323308,0,5023,14
7074323308,0,918,15
7074323308,0,5023,16
7074323308,0,5026,17
7074323308,0,6425,18
7073559932,129,5024,1
7073559932,129,5025,2
7073559932,129,5024,3
7073559932,129,5023,4
7073559932,129,5024,5
7073559932,129,5026,6
7073559932,129,5024,7
7073559932,129,5025,8
7073559932,129,5025,9
7073559932,129,5025,10
7073559932,129,706,11
7073559932,129,5026,12
7073559932,129,5023,13
7073559932,129,5023,14
7073559932,129,918,15
7073559932,129,5023,16
7073245409,4,5023,1
7073245409,4,5024,2
7073245409,4,5025,3
7073245409,4,5023,4
7073245409,4,5023,5
7073245409,4,5026,6
7073245409,4,5023,7
7073245409,4,5025,8
7073245409,4,5025,9
7073245409,4,5025,10
7073245409,4,744,11
7073245409,4,5026,12
7073245409,4,5024,13
7073245409,4,5024,14
7072484463,3,5023,1
7072484463,3,5024,2
7072484463,3,5025,3
7072484463,3,5023,4
7072484463,3,5023,5
7072484463,3,5026,6
7072484463,3,5023,7
7072484463,3,5025,8
7072484463,3,5025,9
7072484463,3,744,10
7072484463,3,5025,11
7072484463,3,5026,12
7072484463,3,5024,13
7072484463,3,5024,14
7072484463,3,858,15
7072484463,3,5024,16
7072484463,3,5026,17
7072484463,3,6511,18
7072484463,3,8041,19
7072332187,131,5023,1
7072332187,131,5024,2
7072332187,131,5025,3
7072332187,131,5023,4
7072332187,131,5023,5
7072332187,131,5026,6
7072332187,131,5023,7
7072332187,131,5025,8
7072332187,131,5025,9
7072332187,131,744,10
7072332187,131,5025,11
7072332187,131,5026,12
7072332187,131,5024,13
7072332187,131,5024,14
7072332187,131,858,15
7072332187,131,5024,16
7072332187,131,5026,17
7072332187,131,6511,18
7074647225,4,5023,1
7074647225,4,5024,2
7074647225,4,5025,3
7074647225,4,5023,4
7074647225,4,5023,5
7074647225,4,5026,6
7074647225,4,5023,7
7074647225,4,5025,8
7074647225,4,5025,9
7074647225,4,5025,10
7074647225,4,744,11
7074647225,4,5026,12
7074647225,4,5024,13
7074647225,4,5024,14
7074647225,4,5024,15
7074647225,4,858,16
7074515711,4,5023,1
7074515711,4,5024,2
7074515711,4,5024,3
7074515711,4,5025,4
7074515711,4,5025,5
7074515711,4,5026,6
7074515711,4,5025,7
7074515711,4,5025,8
7074515711,4,5023,9
7074515711,4,5023,10
7074515711,4,5023,11
7074515711,4,5026,12
7074515711,4,5024,13
7074515711,4,5024,14
7074488881,130,5024,1
7074488881,130,5025,2
7074488881,130,5023,3
7074488881,130,5024,4
7074488881,130,5024,5
7074488881,130,5026,6
7074488881,130,5025,7
7074488881,130,5025,8
7074488881,130,5024,9
7074488881,130,5025,10
7074488881,130,706,11
7074488881,130,5026,12
7074488881,130,5023,13
7074488881,130,5023,14
7074488881,130,918,15
7074488881,130,5023,16
7074323308,0,5023,1
7074323308,0,5024,2
7074323308,0,5025,3
7074323308,0,5024,4
7074323308,0,5024,5
7074323308,0,5026,6
7074323308,0,5025,7
7074323308,0,5024,8
7074323308,0,5025,9
7074323308,0,706,10
7074323308,0,5025,11
7074323308,0,5026,12
7074323308,0,5023,13
7074323308,0,5023,14
7074323308,0,918,15
7074323308,0,5023,16
7074323308,0,5026,17
7074323308,0,6425,18
7073559932,129,5024,1
7073559932,129,5025,2
7073559932,129,5024,3
7073559932,129,5023,4
7073559932,129,5024,5
7073559932,129,5026,6
7073559932,129,5024,7
7073559932,129,5025,8
7073559932,129,5025,9
7073559932,129,5025,10
7073559932,129,706,11
7073559932,129,5026,12
7073559932,129,5023,13
7073559932,129,5023,14
7073559932,129,918,15
7073559932,129,5023,16
7073245409,4,5023,1
7073245409,4,5024,2
7073245409,4,5025,3
7073245409,4,5023,4
7073245409,4,5023,5
7073245409,4,5026,6
7073245409,4,5023,7
7073245409,4,5025,8
7073245409,4,5025,9
7073245409,4,5025,10
7073245409,4,744,11
7073245409,4,5026,12
7073245409,4,5024,13
7073245409,4,5024,14
7073240730,4,5023,1
7073240730,4,5024,2
7073240730,4,5025,3
7073240730,4,5023,4
7073240730,4,5023,5
7073240730,4,5026,6
7073240730,4,5023,7
7073240730,4,5025,8
7073240730,4,5025,9
7073240730,4,744,10
7073240730,4,5025,11
7072484463,3,5023,1
7072484463,3,5024,2
7072484463,3,5025,3
7072484463,3,5023,4
7072484463,3,5023,5
7072484463,3,5026,6
7072484463,3,5023,7
7072484463,3,5025,8
7072484463,3,5025,9
7072484463,3,744,10
7072484463,3,5025,11
7072484463,3,5026,12
7072484463,3,5024,13
7072484463,3,5024,14
7072484463,3,858,15
7072484463,3,5024,16
7072484463,3,5026,17
7072484463,3,6511,18
7072484463,3,8041,19
7072332187,131,5023,1
7072332187,131,5024,2
7072332187,131,5025,3
7072332187,131,5023,4
7072332187,131,5023,5
7072332187,131,5026,6
7072332187,131,5023,7
7072332187,131,5025,8
7072332187,131,5025,9
7072332187,131,744,10
7072332187,131,5025,11
7072332187,131,5026,12
7072332187,131,5024,13
7072332187,131,5024,14
7072332187,131,858,15
7072332187,131,5024,16
7072332187,131,5026,17
7072332187,131,6511,18
7072013057,1,5023,1
7072013057,1,5025,2
7072013057,1,5024,3
7072013057,1,5023,4
7072013057,1,5023,5
7072013057,1,5026,6
7072013057,1,5023,7
7072013057,1,5025,8
7072013057,1,5025,9
7072013057,1,744,10
7072013057,1,5025,11
7071999486,0,5024,1
7071999486,0,5023,2
7071999486,0,5025,3
7071999486,0,5023,4
7071999486,0,5023,5
7071999486,0,5026,6
7071999486,0,5025,7
7071999486,0,5023,8
7071999486,0,5025,9
7071999486,0,5025,10
7071999486,0,744,11
7071999486,0,5026,12
7071999486,0,5024,13
7071999486,0,5024,14
7071999486,0,858,15
7071975550,4,5023,1
7071975550,4,5024,2
7071975550,4,5025,3
7071975550,4,5025,4
7071975550,4,5025,5
7071975550,4,5026,6
7071975550,4,5025,7
7071975550,4,5024,8
7071975550,4,5024,9
7071975550,4,5024,10
7071975550,4,706,11
7071975550,4,5026,12
7071975550,4,5023,13
7071975550,4,5023,14
7071975550,4,918,15
7071975550,4,5023,16
7071975550,4,5026,17
7071944267,3,5023,1
7071944267,3,5024,2
7071944267,3,5025,3
7071944267,3,5023,4
7071944267,3,5023,5
7071944267,3,5026,6
7071944267,3,5023,7
7071944267,3,5025,8
7071944267,3,5025,9
7071944267,3,744,10
7071944267,3,5025,11
7071944267,3,5026,12
7071944267,3,730,13
7071944267,3,730,14
7071944267,3,858,15
7071944267,3,730,16
7071944267,3,5026,17
7071944267,3,730,18
7071944267,3,730,19
7071944267,3,6511,20
7071944267,3,730,21
7071944267,3,730,22
7071871496,1,5023,1
7071871496,1,5024,2
7071871496,1,5025,3
7071871496,1,5023,4
7071871496,1,5023,5
7071871496,1,5026,6
7071871496,1,5023,7
7071871496,1,5025,8
7071871496,1,5025,9
7071871496,1,744,10
7071871496,1,5025,11
7071871496,1,5026,12
7071871496,1,5024,13
7071871496,1,5024,14
7071871496,1,5024,15
7071871496,1,858,16
7071871496,1,5026,17
7071860676,3,5023,1
7071860676,3,5024,2
7071860676,3,5025,3
7071860676,3,5023,4
7071860676,3,5023,5
7071860676,3,5026,6
7071860676,3,5025,7
7071860676,3,5025,8
7071860676,3,5023,9
7071860676,3,5025,10
7071860676,3,744,11
7071860676,3,5026,12
7071860676,3,5024,13
7071860676,3,5024,14
7071860676,3,858,15
7071860676,3,5024,16
7071860676,3,5026,17
7071860676,3,6511,18
7071841512,129,5023,1
7071841512,129,5024,2
7071841512,129,5025,3
7071841512,129,5023,4
7071841512,129,5023,5
7071841512,129,5026,6
7071841512,129,5023,7
7071841512,129,5025,8
7071841512,129,5025,9
7071841512,129,5025,10
7071841512,129,744,11
7071841512,129,5026,12
7071841512,129,5024,13
7071841512,129,5024,14
7071841512,129,858,15
7071841512,129,5024,16
7071841512,129,5026,17
7071428909,0,5024,1
7071428909,0,5025,2
7071428909,0,5023,3
7071428909,0,5024,4
7071428909,0,5025,5
7071428909,0,5026,6
7071428909,0,5025,7
7071428909,0,5024,8
7071428909,0,5024,9
7071428909,0,706,10
7071428909,0,5025,11
7071428909,0,5026,12
7071428909,0,5023,13
7071428909,0,5023,14
7071428909,0,918,15
7071428909,0,5023,16
7071428909,0,5026,17
7071428909,0,6425,18
7071187534,132,5023,1
7071187534,132,5024,2
7071187534,132,5025,3
7071187534,132,5024,4
7071187534,132,5024,5
7071187534,132,5026,6
7071187534,132,5025,7
7071187534,132,5024,8
7071187534,132,5023,9
7071187534,132,706,10
7071187534,132,5023,11
7071187534,132,5023,12
7071187534,132,5026,13
7071187534,132,5025,14
7071187534,132,918,15
7071187534,132,5025,16
7071187534,132,5026,17
7071187534,132,6425,18
7071187534,132,6035,19
7070686478,130,5023,1
7070686478,130,5024,2
7070686478,130,5025,3
7070686478,130,5023,4
7070686478,130,5023,5
7070686478,130,5026,6
7070686478,130,5023,7
7070686478,130,5025,8
7070686478,130,5025,9
7070686478,130,744,10
7070686478,130,5025,11
7070686478,130,5026,12
7070686478,130,5024,13
7070686478,130,5024,14
7070686478,130,858,15
7070686478,130,5024,16
7070628235,129,5023,1
7070628235,129,5024,2
7070628235,129,5025,3
7070628235,129,5023,4
7070628235,129,5025,5
7070628235,129,5026,6
7070628235,129,5025,7
7070628235,129,5025,8
7070628235,129,5023,9
7070628235,129,5023,10
7070628235,129,744,11
7070628235,129,5026,12
7070628235,129,5024,13
7070628235,129,5024,14
7070628235,129,858,15
7070628235,129,5024,16
7070628235,129,5026,17
7070604310,131,5023,1
7070604310,131,5024,2
7070604310,131,5025,3
7070604310,131,5023,4
7070604310,131,5023,5
7070604310,131,5026,6
7070604310,131,5023,7
7070604310,131,5025,8
7070604310,131,5025,9
7070604310,131,744,10
7070604310,131,5025,11
7070604310,131,5026,12
7070604310,131,5024,13
7070604310,131,5024,14
7070604310,131,858,15
7070587273,128,5023,1
7070587273,128,5025,2
7070587273,128,5024,3
7070587273,128,5023,4
7070587273,128,5023,5
7070587273,128,5026,6
7070587273,128,5023,7
7070587273,128,5025,8
7070587273,128,5025,9
7070587273,128,744,10
7070587273,128,5025,11
7070587273,128,5026,12
7070587273,128,5024,13
7070587273,128,5024,14
7070587273,128,858,15
7070587273,128,5024,16
7070490853,132,5023,1
7070490853,132,5024,2
7070490853,132,5025,3
7070490853,132,5023,4
7070490853,132,5023,5
7070490853,132,5026,6
7070490853,132,5023,7
7070490853,132,5025,8
7070490853,132,5025,9
7070490853,132,5025,10
7070135472,4,5023,1
7070135472,4,5025,2
7070135472,4,5024,3
7070135472,4,5023,4
7070135472,4,5023,5
7070135472,4,5026,6
7070135472,4,5023,7
7070135472,4,5025,8
7070135472,4,5025,9
7070135472,4,744,10
7070135472,4,5025,11
7070135472,4,5026,12
7070135472,4,5024,13
7070135472,4,5024,14
7070135472,4,858,15
7070135472,4,5024,16
7070081575,131,5023,1
7070081575,131,5024,2
7070081575,131,5025,3
7070081575,131,5023,4
7070081575,131,5023,5
7070081575,131,5026,6
7070081575,131,5023,7
7070081575,131,5025,8
7070081575,131,5025,9
7070081575,131,5025,10
7070081575,131,744,11
7070081575,131,5026,12
7070081575,131,5024,13
7070081575,131,5024,14
7070081575,131,858,15
7070081575,131,5024,16
7070081575,131,5026,17
7070074583,4,5023,1
7070074583,4,5024,2
7070074583,4,5025,3
7070074583,4,5023,4
7070074583,4,5023,5
7070074583,4,5026,6
7070074583,4,5023,7
7070074583,4,5025,8
7070074583,4,5025,9
7070074583,4,744,10
7070074583,4,5025,11
7070074583,4,5026,12
7070074583,4,5024,13
7070074583,4,5024,14
7070074583,4,858,15
7070074583,4,5024,16
7070074583,4,5026,17
7070000453,1,5023,1
7070000453,1,5024,2
7070000453,1,5025,3
7070000453,1,5023,4
7070000453,1,5023,5
7070000453,1,5026,6
7070000453,1,5023,7
7070000453,1,5025,8
7070000453,1,5025,9
7070000453,1,5025,10
7070000453,1,744,11
7070000453,1,5026,12
7070000453,1,5024,13
7070000453,1,5024,14
7070000453,1,858,15
7070000453,1,5024,16
7070000453,1,5026,17
7070000453,1,6511,18
7069995348,3,5023,1
7069995348,3,5024,2
7069995348,3,5025,3
7069995348,3,5023,4
7069995348,3,5023,5
7069995348,3,5026,6
7069995348,3,5023,7
7069995348,3,5025,8
7069995348,3,5025,9
7069995348,3,744,10
7069995348,3,5025,11
7069995348,3,5026,12
7069995348,3,5024,13
7069995348,3,5024,14
7069995348,3,858,15
7069995348,3,5024,16
7069995348,3,5026,17
7069924207,3,5023,1
7069924207,3,5024,2
7069924207,3,5025,3
7069924207,3,5023,4
7069924207,3,5023,5
7069924207,3,5026,6
7069924207,3,5023,7
7069924207,3,5025,8
7069924207,3,5025,9
7069924207,3,744,10
7069924207,3,5025,11
7069924207,3,5026,12
7069924207,3,5024,13
7069924207,3,5024,14
7069924207,3,858,15
7069924207,3,5024,16
7069894558,128,5023,1
7069894558,128,5024,2
7069894558,128,5025,3
7069894558,128,5025,4
7069894558,128,5023,5
7069894558,128,5026,6
7069894558,128,5023,7
7069894558,128,5025,8
7069894558,128,5025,9
7069894558,128,5023,10
7069894558,128,744,11
7069894558,128,5026,12
7069894558,128,5024,13
7069894558,128,5024,14
7069894558,128,858,15
7069894558,128,5024,16
7069894558,128,5026,17
7069894558,128,6511,18
7069322569,131,5023,1
7069322569,131,5024,2
7069322569,131,5025,3
7069322569,131,5023,4
7069322569,131,5023,5
7069322569,131,5026,6
7069322569,131,5023,7
7069322569,131,5025,8
7069322569,131,5025,9
7069322569,131,5025,10
7069322569,131,744,11
7069322569,131,5026,12
7069322569,131,5024,13
7069322569,131,5024,14
7069322569,131,858,15
7069322569,131,5024,16
7069322569,131,5026,17
7069322569,131,6511,18
7069265048,1,5023,1
7069265048,1,5024,2
7069265048,1,5025,3
7069265048,1,5023,4
7069265048,1,5025,5
7069265048,1,5026,6
7069265048,1,5023,7
7069265048,1,5023,8
7069159831,3,5023,1
7069159831,3,5024,2
7069159831,3,5025,3
7069159831,3,5023,4
7069159831,3,5023,5
7069159831,3,5026,6
7069159831,3,5025,7
7069159831,3,5025,8
7069159831,3,5025,9
7069159831,3,5023,10
7069159831,3,744,11
7069159831,3,5026,12
7069159831,3,5024,13
7069159831,3,5024,14
7069159831,3,858,15
7069070644,130,5024,1
7069070644,130,5023,2
7069070644,130,5025,3
7069070644,130,5025,4
7069070644,130,5025,5
7069070644,130,5026,6
7069070644,130,5025,7
7069070644,130,5023,8
7069070644,130,5024,9
7069070644,130,5023,10
7069070644,130,5023,11
7068495967,3,5023,1
7068495967,3,5024,2
7068495967,3,5025,3
7068495967,3,5023,4
7068495967,3,5023,5
7068495967,3,5026,6
7068495967,3,5023,7
7068495967,3,5025,8
7068495967,3,5025,9
7068495967,3,744,10
7068495967,3,5025,11
7068495967,3,5026,12
7068495967,3,5024,13
7068495967,3,5024,14
7068495967,3,858,15
7068495967,3,5024,16
7068495967,3,5026,17
7068470476,1,5024,1
7068470476,1,5025,2
7068470476,1,5024,3
7068470476,1,5023,4
7068470476,1,5024,5
7068470476,1,5026,6
7068470476,1,5024,7
7068470476,1,5025,8
7068470476,1,5025,9
7068470476,1,5025,10
7068470476,1,706,11
7068470476,1,5026,12
7068470476,1,5023,13
7068470476,1,5023,14
7068470476,1,918,15
7068470476,1,5023,16
7068470476,1,5026,17
7068470476,1,6425,18
7068352509,130,5023,1
7068352509,130,5024,2
7068352509,130,5025,3
7068352509,130,5023,4
7068352509,130,5023,5
7068352509,130,5026,6
7068352509,130,5023,7
7068352509,130,5025,8
7068352509,130,5025,9
7068352509,130,744,10
7068352509,130,5025,11
7068313925,3,5023,1
7068313925,3,5024,2
7068313925,3,5025,3
7068313925,3,5023,4
7068313925,3,5025,5
7068313925,3,5026,6
7068313925,3,5023,7
7068313925,3,5023,8
7068313925,3,5025,9
7068313925,3,744,10
7068313925,3,5025,11
7068313925,3,5026,12
7067805351,128,5023,1
7067805351,128,5025,2
7067805351,128,5024,3
7067805351,128,5024,4
7067805351,128,5024,5
7067805351,128,5026,6
7067805351,128,5025,7
7067805351,128,5025,8
7067805351,128,5024,9
7067805351,128,5025,10
7067805351,128,5023,11
7067805351,128,5026,12
7067805351,128,5023,13
7067805351,128,5023,14
7067805351,128,918,15
7067805351,128,744,16
7066510925,130,5023,1
7066510925,130,5024,2
7066510925,130,5025,3
7066510925,130,5023,4
7066510925,130,5023,5
7066510925,130,5026,6
7066510925,130,5023,7
7066510925,130,5025,8
7066510925,130,5025,9
7066510925,130,5025,10
7066510925,130,744,11
7066510925,130,5026,12
7066510925,130,5024,13
7066510925,130,5024,14
7066510925,130,5024,15
7066510925,130,918,16
7065799100,3,5023,1
7065799100,3,5024,2
7065799100,3,5025,3
7065799100,3,5025,4
7065799100,3,5025,5
7065799100,3,5026,6
7065799100,3,5025,7
7065799100,3,5024,8
7065799100,3,5024,9
7065799100,3,5023,10
7065799100,3,5023,11
7065799100,3,5026,12
7065799100,3,5023,13
7065799100,3,744,14
7065799100,3,858,15
7065799100,3,5024,16
7065799100,3,5026,17
7065799100,3,6425,18
7064831993,3,5023,1
7064831993,3,5024,2
7064831993,3,5025,3
7064831993,3,5023,4
7064831993,3,5023,5
7064831993,3,5026,6
7064831993,3,5023,7
7064831993,3,5025,8
7064831993,3,5025,9
7064831993,3,744,10
7064831993,3,5025,11
7064831993,3,5026,12
7064831993,3,5024,13
7064831993,3,5024,14
7064831993,3,858,15
7064831993,3,5024,16
7064831993,3,5026,17
7064831993,3,6511,18
7064507603,131,5023,1
7064507603,131,5024,2
7064507603,131,5025,3
7064507603,131,5023,4
7064507603,131,5023,5
7064507603,131,5026,6
7064507603,131,5025,7
7064507603,131,5025,8
7064507603,131,5023,9
7064507603,131,744,10
7064507603,131,5025,11
7064507603,131,5026,12
7064507603,131,5024,13
7064507603,131,5024,14
7064507603,131,858,15
7064507603,131,5024,16
7064303005,131,5023,1
7064303005,131,5024,2
7064303005,131,5025,3
7064303005,131,5023,4
7064303005,131,5023,5
7064303005,131,5026,6
7064303005,131,5023,7
7064303005,131,5025,8
7064303005,131,5025,9
7064303005,131,5025,10
7064303005,131,744,11
